,ast,bs,defr,dk,dkA,ef,fb,fg,fgA,fgtA,fo,foul,ft,ftA,gd,offr,pp,ppA,pscore,stl,tf,threep,threepA,to,wft,woft,rb,score,trueShooting,astRatio,rebRatio,home_away,gmkey,tcode
0,2.3333,0.0000,1.3333,0.0000,0.0000,0.0000,0.0000,2.6667,3.3333,4.3333,0.0000,1.0000,1.6667,2.0000,0.0000,0.0000,2.6667,3.3333,5.3333,1.3333,0.0000,0.3333,1.0000,1.3333,0.3333,0.6667,1.3333,8.0000,0.2557544708251953,8.758758544921875,83.75308736165364,1,S17G01N1,10
1,1.0000,0.6667,0.6667,0.0000,0.0000,0.0000,0.0000,0.6667,2.0000,2.6667,0.0000,0.6667,2.0000,2.0000,0.3333,0.0000,0.3333,1.0000,0.6667,0.0000,0.0000,0.3333,0.6667,1.6667,0.0000,0.6667,0.6667,4.3333,0.2036340832710266,5.36480712890625,43.960601806640625,2,S17G01N1,70
2,4.0000,0.3333,4.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2.3333,7.3333,0.0000,2.3333,3.0000,3.6667,0.0000,0.3333,0.6667,1.3333,1.3333,1.6667,0.0000,2.3333,5.0000,2.3333,1.3333,1.0000,4.3333,12.0000,0.6409418185551962,29.221250851949055,318.7010243733724,1,S17G01N2,35
3,1.5000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5000,3.0000,0.0000,1.0000,0.5000,0.5000,0.0000,0.0000,0.0000,1.5000,0.0000,0.0000,0.0000,1.0000,1.5000,1.0000,0.5000,0.5000,0.5000,3.5000,0.27173912525177,13.11188793182373,38.465274810791016,2,S17G01N2,65
4,1.3333,0.0000,1.6667,0.0000,0.0000,0.0000,0.0000,0.6667,1.6667,2.3333,0.0000,1.0000,2.0000,2.6667,0.0000,1.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0.0000,0.6667,1.3333,1.0000,0.0000,2.6667,3.3333,0.1750700275103251,17.554409662882488,249.80169677734375,1,S17G01N3,06
5,1.0000,0.0000,6.5000,0.5000,0.5000,0.0000,0.0000,4.5000,10.5000,13.0000,0.0000,3.0000,4.0000,4.5000,0.0000,3.5000,0.0000,0.0000,0.0000,0.5000,0.0000,0.5000,2.5000,3.5000,1.5000,1.5000,10.0000,14.5000,0.4515805095434189,6.089936137199402,1046.5445251464844,2,S17G01N3,60
6,2.3333,0.6667,2.0000,0.0000,0.0000,0.0000,0.0000,3.3333,4.0000,5.3333,0.0000,2.0000,1.3333,1.3333,0.3333,0.6667,3.3333,3.6667,6.6667,0.6667,0.0000,0.3333,1.3333,2.3333,0.3333,1.6667,2.6667,9.0000,0.7275826632976532,21.161232312520344,228.35736592610678,2,S17G01N4,16
7,0.6667,0.0000,0.3333,0.0000,0.0000,0.0000,0.0000,0.3333,0.3333,1.3333,0.0000,1.0000,0.3333,0.6667,0.3333,0.3333,0.3333,0.3333,0.6667,0.3333,0.0000,0.3333,1.0000,0.3333,1.0000,0.0000,0.6667,2.0000,0.6288659771283468,22.22222137451172,136.4520060221354,1,S17G01N4,30
8,2.5000,0.5000,3.0000,0.0000,0.0000,0.0000,0.0000,3.5000,3.5000,4.0000,0.0000,3.5000,1.5000,3.0000,0.0000,2.0000,3.0000,3.0000,6.0000,0.5000,0.0000,0.5000,0.5000,1.5000,2.0000,1.5000,5.0000,10.0000,1.0087259709835052,28.148496627807617,462.0075454711914,2,S17G01N5,50
9,0.0000,0.3333,1.6667,0.0000,0.0000,0.0000,0.0000,1.0000,1.6667,2.6667,0.0000,2.3333,0.3333,0.3333,0.3333,0.3333,0.6667,1.0000,1.3333,0.6667,0.0000,0.6667,1.0000,0.6667,0.6667,1.6667,2.0000,4.3333,0.5960960984230042,0.0,157.12317403157553,1,S17G01N5,55
10,0.6667,0.3333,0.6667,0.0000,0.0000,0.0000,0.0000,1.6667,4.0000,5.0000,0.0000,2.0000,0.6667,1.0000,0.0000,1.0000,1.3333,2.6667,2.6667,0.3333,0.0000,0.3333,1.0000,0.6667,0.6667,1.3333,1.6667,5.0000,0.3097281853357951,33.333333333333336,254.031494140625,2,S17G01N6,06
11,2.0000,0.5000,3.5000,0.0000,0.0000,0.0000,0.0000,1.0000,1.5000,5.0000,0.0000,1.5000,2.0000,2.0000,0.0000,0.5000,1.0000,1.5000,2.0000,0.5000,0.0000,1.5000,3.5000,2.0000,1.0000,0.5000,4.0000,8.5000,0.39498141407966614,25.616546630859375,303.419677734375,1,S17G01N6,65
12,3.6667,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.3333,1.0000,4.3333,0.0000,1.3333,0.6667,1.3333,0.0000,1.6667,0.3333,1.0000,0.6667,0.3333,0.0000,1.6667,3.3333,1.6667,0.6667,0.6667,4.6667,6.3333,0.4666079680124919,22.390195846557617,461.6885579427083,2,S17G01N7,35
13,0.6667,0.3333,1.6667,0.0000,0.0000,0.0000,0.0000,4.6667,9.0000,9.3333,0.0000,2.0000,1.0000,1.3333,0.0000,3.6667,4.3333,8.0000,8.6667,0.6667,0.0000,0.0000,0.3333,0.3333,1.0000,1.0000,5.3333,10.3333,0.2908370743195216,2.805836041768392,518.9189046223959,1,S17G01N7,60
14,1.5000,0.0000,3.0000,1.0000,1.0000,0.0000,0.0000,3.5000,6.0000,7.5000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,3.5000,4.5000,7.0000,0.5000,0.0000,0.0000,1.5000,0.5000,1.0000,0.0000,4.0000,8.0000,0.251889169216156,36.29541730880737,600.4010009765625,2,S17G01N8,30
15,1.5000,0.5000,5.0000,0.0000,0.5000,0.0000,0.0000,4.0000,8.0000,10.0000,0.0000,2.5000,2.0000,3.5000,0.0000,1.5000,4.0000,7.5000,8.0000,0.5000,0.0000,0.0000,2.0000,5.0000,1.5000,1.0000,6.5000,10.0000,0.4264381229877472,8.159276962280273,534.1873168945312,1,S17G01N8,70
16,0.3333,0.6667,2.3333,1.0000,1.0000,0.0000,0.0000,2.0000,4.3333,4.3333,0.0000,1.0000,0.6667,1.3333,0.0000,2.0000,1.6667,3.0000,3.3333,0.3333,0.0000,0.0000,0.0000,1.0000,0.6667,0.3333,4.3333,4.6667,0.3234064777692159,1.9888623555501301,593.5578816731771,1,S17G01N9,16
17,1.3333,0.6667,2.3333,0.0000,0.0000,0.0000,0.0000,2.6667,5.0000,5.3333,0.0000,1.6667,0.6667,0.6667,0.0000,2.6667,1.6667,3.3333,3.3333,0.0000,0.0000,0.0000,0.3333,0.3333,1.0000,0.6667,5.0000,6.0000,0.3838235338528951,27.777777353922527,688.1628824869791,2,S17G01N9,50
18,0.3333,1.0000,2.0000,0.3333,0.3333,0.0000,0.0000,1.6667,2.3333,2.6667,0.0000,2.3333,0.0000,0.0000,0.3333,0.3333,1.6667,2.3333,3.3333,0.0000,0.0000,0.0000,0.3333,0.6667,0.6667,1.6667,2.3333,3.3333,0.3777777850627899,8.333333333333334,324.88641357421875,2,S17G01N10,10
19,2.3333,0.3333,4.3333,0.0000,0.0000,0.0000,0.0000,4.0000,7.6667,9.3333,0.0000,2.0000,1.0000,2.0000,0.0000,1.0000,4.0000,6.0000,8.0000,2.0000,0.0000,1.0000,1.6667,2.0000,0.3333,1.6667,5.3333,12.0000,0.47383920351664227,24.755054155985516,394.8297882080078,1,S17G01N10,55
20,0.6667,1.6667,3.3333,1.3333,1.3333,0.0000,0.0000,3.6667,5.6667,6.3333,0.0000,2.3333,1.0000,1.6667,0.6667,1.3333,3.3333,4.3333,6.6667,0.6667,0.0000,0.3333,0.6667,1.3333,1.3333,1.0000,4.6667,9.3333,0.7604421178499857,14.68764845530192,459.7847849527995,1,S17G01N11,06
21,1.0000,1.0000,2.0000,0.0000,0.0000,0.0000,0.0000,2.6667,7.3333,9.0000,0.0000,2.6667,4.0000,4.3333,0.0000,0.3333,2.3333,5.0000,4.6667,0.6667,0.0000,1.0000,1.6667,2.0000,1.6667,1.0000,2.3333,12.3333,0.54242575665315,3.8520800272623696,261.9403330485026,2,S17G01N11,70
22,0.3333,0.6667,4.0000,0.0000,0.0000,0.0000,0.0000,2.0000,5.3333,5.6667,0.0000,2.3333,1.6667,3.0000,0.0000,1.0000,2.0000,3.3333,4.0000,0.0000,0.0000,0.3333,0.3333,1.6667,1.0000,1.3333,5.0000,6.6667,0.5004456241925558,1.6700067520141602,614.4817606608073,2,S17G01N12,16
23,1.0000,0.0000,2.5000,0.0000,0.0000,0.0000,0.0000,3.5000,7.0000,9.5000,0.0000,2.0000,2.5000,2.5000,0.0000,1.0000,2.0000,2.5000,4.0000,1.0000,0.0000,1.5000,2.5000,1.5000,1.5000,0.5000,3.5000,14.0000,0.3645833432674408,4.310344696044922,269.4257507324219,1,S17G01N12,65
24,1.0000,0.6667,2.6667,0.0000,0.0000,0.0000,0.0000,5.0000,6.0000,6.3333,0.0000,2.3333,2.6667,3.3333,0.0000,1.3333,4.3333,5.0000,8.6667,0.0000,0.0000,0.0000,0.3333,2.3333,1.0000,1.3333,4.0000,12.6667,0.5638179977734884,4.621072133382161,565.8043924967448,2,S17G01N13,35
25,2.0000,0.0000,2.6667,0.0000,0.0000,0.0000,0.0000,3.0000,6.3333,8.3333,0.0000,2.6667,3.6667,5.3333,0.3333,1.3333,2.6667,5.0000,5.3333,1.0000,0.0000,1.0000,2.0000,1.6667,1.0000,1.6667,4.0000,12.6667,0.5761236349741617,18.0983730951945,331.73167928059894,1,S17G01N13,55
26,2.3333,0.3333,2.6667,0.6667,0.6667,0.0000,0.0000,2.0000,4.3333,4.6667,0.0000,3.3333,2.6667,3.6667,0.3333,1.0000,1.3333,3.3333,2.6667,0.0000,0.0000,0.0000,0.3333,0.3333,2.0000,1.3333,3.6667,6.6667,0.5867254436016083,26.818054517110188,350.59278361002606,2,S17G01N14,50
27,1.0000,0.6667,1.3333,0.6667,0.6667,0.0000,0.0000,2.6667,5.0000,8.0000,0.0000,3.0000,2.6667,3.0000,0.6667,0.6667,2.3333,3.6667,4.6667,1.0000,0.0000,1.0000,3.0000,2.0000,2.3333,0.6667,2.0000,11.0000,0.48635493715604144,11.478191216786703,208.22418721516928,1,S17G01N14,60
28,1.0000,0.3333,0.6667,0.0000,0.0000,0.0000,0.0000,1.3333,2.0000,3.0000,0.0000,3.0000,1.6667,2.0000,0.0000,0.0000,0.6667,1.0000,1.3333,0.3333,0.0000,0.0000,1.0000,1.3333,1.3333,1.6667,0.6667,4.3333,0.569074551264445,20.0819673538208,99.09677124023438,2,S17G01N15,06
29,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,0.6667,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0.3333,0.3333,0.3333,0.3333,0.6667,0.0000,1.0000,0.5,33.33333206176758,0.0,1,S17G01N15,30
30,1.6667,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,4.0000,8.3333,10.0000,0.0000,2.6667,3.0000,5.0000,0.0000,2.0000,3.6667,7.3333,7.3333,0.0000,0.0000,0.3333,1.6667,2.0000,1.0000,1.6667,5.0000,12.0000,0.48964404066403705,10.319939613342285,562.8609619140625,1,S17G01N16,10
31,3.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,5.0000,9.5000,11.5000,0.0000,2.0000,2.0000,2.5000,0.0000,1.0000,3.5000,6.0000,7.0000,1.5000,0.0000,0.5000,2.0000,1.5000,0.0000,2.0000,4.0000,13.5000,0.6431685984134674,18.2644624710083,401.697998046875,2,S17G01N16,65
32,3.0000,0.0000,4.3333,0.0000,0.0000,0.0000,0.0000,1.6667,4.6667,8.6667,0.0000,1.6667,3.6667,4.3333,0.3333,0.6667,1.3333,3.0000,2.6667,2.0000,0.0000,1.0000,4.0000,3.3333,0.3333,1.3333,5.0000,10.0000,0.4534882605075836,18.6235294342041,325.57219950358075,1,S17G01N17,55
33,3.3333,0.6667,5.3333,0.3333,0.3333,0.0000,0.0000,3.3333,4.3333,8.3333,0.0000,1.3333,1.3333,1.6667,0.0000,1.0000,2.3333,3.3333,4.6667,1.3333,0.0000,2.0000,4.0000,3.6667,1.0000,0.3333,6.3333,14.0000,0.5332113901774088,15.201576868693033,373.9248237609863,2,S17G01N17,60
34,2.3333,0.6667,3.3333,0.3333,0.3333,0.0000,0.0000,3.0000,4.3333,5.3333,0.0000,1.6667,2.6667,3.6667,0.3333,1.3333,3.0000,3.6667,6.0000,0.3333,0.0000,0.3333,1.0000,2.0000,0.6667,1.0000,4.6667,9.6667,0.628238707780838,20.203818639119465,383.60089111328125,2,S17G01N18,50
35,1.5000,1.5000,4.0000,1.0000,1.0000,0.0000,0.0000,4.5000,11.0000,12.0000,0.0000,4.0000,1.5000,2.0000,0.0000,0.5000,3.0000,7.0000,6.0000,0.0000,0.0000,0.0000,1.0000,2.5000,2.0000,2.0000,4.5000,10.5000,0.41159674525260925,8.741455793380737,325.68658447265625,1,S17G01N18,70
36,3.0000,1.0000,2.6667,0.0000,0.0000,0.3333,0.0000,4.3333,7.0000,8.3333,0.0000,3.0000,1.6667,2.3333,0.3333,0.6667,3.0000,4.6667,6.0000,1.0000,0.3333,0.3333,1.3333,2.0000,1.6667,1.3333,3.3333,11.3333,0.6593972444534302,20.347132682800293,167.84832127888998,1,S17G01N19,10
37,2.6667,0.3333,3.3333,0.3333,0.3333,0.0000,0.0000,7.3333,10.0000,11.0000,0.0000,2.6667,4.0000,6.0000,0.0000,1.3333,5.6667,8.0000,11.3333,1.3333,0.0000,0.6667,1.0000,2.0000,1.3333,1.3333,4.6667,20.6667,0.7178823252518972,10.312569300333658,411.3108774820964,2,S17G01N19,35
38,2.0000,0.3333,4.6667,0.0000,0.0000,0.0000,0.0000,3.6667,6.0000,9.0000,0.0000,2.0000,1.6667,3.0000,0.0000,1.0000,3.0000,4.0000,6.0000,1.0000,0.0000,0.6667,3.0000,0.6667,0.6667,1.3333,5.6667,11.0000,0.5169893006483713,16.386792818705242,448.7709452311198,2,S17G01N20,06
39,1.3333,0.6667,3.0000,1.0000,1.0000,0.0000,0.0000,3.0000,5.6667,7.3333,0.0000,2.0000,1.3333,1.3333,0.0000,2.0000,2.3333,4.0000,4.6667,0.3333,0.0000,0.6667,1.6667,2.0000,1.0000,1.0000,5.0000,9.3333,0.6605913937091827,10.718114217122396,447.8932393391927,1,S17G01N20,16
40,0.6667,0.6667,2.3333,0.6667,0.6667,0.0000,0.0000,2.6667,6.3333,8.0000,0.0000,2.6667,1.6667,4.0000,0.3333,0.3333,2.3333,3.6667,4.6667,0.6667,0.0000,0.0000,1.6667,0.3333,1.6667,1.0000,2.6667,7.0000,0.3630199730396271,8.247835000356039,276.92308553059894,2,S17G01N21,30
41,2.0000,0.6667,6.3333,0.3333,0.3333,0.0000,0.0000,3.6667,6.3333,8.6667,0.0000,2.6667,2.6667,3.6667,0.0000,1.0000,3.0000,4.6667,6.0000,0.6667,0.0000,1.0000,2.3333,4.3333,0.6667,2.0000,7.3333,13.0000,0.6359251141548157,12.24161163965861,581.6508585611979,1,S17G01N21,65
42,0.6667,0.6667,2.6667,0.6667,0.6667,0.0000,0.0000,2.3333,4.3333,5.6667,0.0000,2.3333,3.0000,4.0000,0.6667,0.6667,2.3333,4.3333,4.6667,0.0000,0.0000,0.3333,1.3333,1.0000,1.0000,1.3333,3.3333,8.6667,0.35513798395792645,8.46023686726888,229.96605936686197,2,S17G01N22,16
43,1.5000,0.5000,5.5000,0.0000,0.0000,0.0000,0.0000,4.5000,6.0000,8.0000,0.0000,3.5000,1.5000,3.0000,0.0000,0.5000,2.5000,2.5000,5.0000,1.0000,0.0000,0.5000,2.0000,2.5000,1.0000,2.5000,6.0000,12.0000,0.6934399306774139,8.241758346557617,517.8538360595703,1,S17G01N22,60
44,2.6667,0.6667,5.3333,0.6667,0.6667,0.0000,0.0000,6.0000,7.6667,10.3333,0.0000,2.6667,2.3333,2.3333,0.0000,0.6667,5.6667,6.6667,11.3333,2.0000,0.0000,1.3333,2.6667,2.3333,1.6667,1.0000,6.0000,18.3333,0.8054284254709879,16.60327370961507,353.2626838684082,2,S17G01N23,55
45,3.6667,0.0000,3.0000,1.3333,1.3333,0.0000,0.0000,3.6667,7.3333,10.6667,0.0000,3.6667,3.0000,3.3333,1.0000,0.6667,3.0000,4.3333,6.0000,1.6667,0.0000,2.0000,3.3333,1.3333,0.6667,3.0000,3.6667,16.3333,0.6557120482126871,21.500671068827312,204.76976521809897,1,S17G01N23,70
46,2.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,2.0000,4.0000,7.0000,0.0000,2.3333,0.6667,0.6667,0.0000,1.6667,1.6667,3.3333,3.3333,1.3333,0.0000,1.0000,3.0000,2.0000,1.3333,1.0000,2.6667,7.6667,0.6712009906768799,11.208636124928793,300.77953084309894,1,S17G01N24,35
47,1.6667,0.6667,1.3333,0.0000,0.0000,0.0000,0.0000,0.6667,1.0000,1.6667,0.0000,2.0000,0.6667,0.6667,0.6667,0.3333,0.6667,1.0000,1.3333,0.3333,0.0000,0.0000,0.6667,1.0000,0.6667,1.3333,1.6667,2.0000,0.3995271921157837,28.004535675048828,200.0,2,S17G01N24,50
48,1.3333,0.0000,1.6667,0.0000,0.0000,0.0000,0.0000,0.3333,1.3333,2.3333,0.0000,2.0000,0.3333,0.6667,0.6667,0.0000,0.0000,0.3333,0.0000,0.0000,0.0000,0.6667,1.0000,2.0000,1.3333,0.6667,1.6667,3.0000,0.41438978910446167,20.040485699971516,229.126220703125,1,S17G01N25,30
49,2.0000,1.0000,6.6667,0.3333,0.3333,0.0000,0.0000,6.0000,8.3333,11.3333,0.0000,1.0000,3.3333,4.3333,0.0000,0.6667,5.0000,6.3333,10.0000,0.6667,0.0000,1.3333,3.0000,3.0000,0.6667,0.3333,7.3333,19.3333,0.7715228796005249,15.98197857538859,496.09827677408856,2,S17G01N25,55
50,4.0000,0.6667,4.0000,0.3333,0.3333,0.0000,0.0000,5.0000,7.6667,12.0000,0.0000,3.3333,2.6667,4.0000,0.0000,1.3333,4.3333,6.6667,8.6667,1.6667,0.0000,1.6667,4.3333,3.3333,1.6667,1.6667,5.3333,17.6667,0.6312983632087708,20.76859442392985,339.42784627278644,2,S17G01N26,10
51,5.0000,1.5000,4.0000,0.5000,0.5000,0.0000,0.0000,6.0000,9.5000,14.0000,0.0000,2.5000,3.0000,4.5000,0.0000,3.0000,5.5000,8.0000,11.0000,1.5000,0.0000,2.0000,4.5000,1.5000,2.5000,0.0000,7.0000,21.0000,0.6413514912128448,21.842084884643555,461.84906005859375,1,S17G01N26,60
52,4.6667,0.3333,2.6667,0.0000,0.0000,0.0000,0.0000,3.0000,4.3333,7.0000,0.0000,1.3333,2.3333,2.6667,0.0000,0.3333,2.6667,3.0000,5.3333,1.6667,0.0000,1.0000,2.6667,2.3333,0.3333,1.0000,3.0000,11.3333,0.485294242699941,23.466731071472168,199.01802571614584,1,S17G01N27,06
53,1.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3.0000,4.0000,0.0000,1.0000,1.5000,2.5000,0.5000,3.0000,2.0000,2.5000,4.0000,0.0000,0.0000,0.0000,1.0000,2.0000,0.5000,0.5000,5.0000,5.5000,0.44354838132858276,14.464285850524902,475.5277099609375,2,S17G01N27,50
54,3.0000,0.0000,2.0000,0.0000,0.0000,0.3333,0.0000,2.0000,5.0000,6.0000,0.0000,1.3333,1.3333,1.3333,0.0000,2.3333,2.0000,4.0000,4.0000,2.6667,0.3333,0.0000,1.0000,1.0000,0.0000,1.3333,4.3333,5.3333,0.2798946698506673,18.187623659769695,463.70753224690753,1,S17G01N28,16
55,3.5000,0.5000,3.0000,0.5000,0.5000,0.0000,0.0000,3.5000,7.0000,9.5000,0.0000,3.5000,2.0000,3.0000,0.0000,1.5000,3.0000,3.5000,6.0000,1.0000,0.0000,0.0000,2.5000,2.5000,2.0000,1.5000,4.5000,9.0000,0.38159823417663574,19.86359691619873,380.53692626953125,2,S17G01N28,35
56,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,4.3333,6.6667,7.0000,0.0000,3.3333,2.3333,3.0000,0.3333,1.3333,3.3333,4.3333,6.6667,0.3333,0.0000,0.0000,0.3333,1.6667,1.3333,2.0000,2.3333,11.0000,0.630795955657959,8.617633183797201,143.59416707356772,2,S17G01N29,55
57,2.5000,1.5000,2.0000,1.0000,1.0000,0.0000,0.0000,3.5000,5.0000,5.0000,0.0000,1.0000,3.0000,4.0000,0.0000,0.5000,3.5000,4.5000,7.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.5000,0.5000,2.5000,10.0000,0.5410543233156204,27.54440975189209,205.90528106689453,1,S17G01N29,65
58,5.0000,1.5000,5.0000,0.5000,0.5000,0.0000,0.0000,5.5000,7.5000,9.5000,0.0000,3.5000,2.5000,3.0000,0.0000,1.0000,5.0000,6.5000,10.0000,1.0000,0.0000,0.5000,2.0000,3.5000,2.0000,1.5000,6.0000,15.0000,0.6946441829204559,26.21806526184082,329.2134380340576,1,S17G01N30,60
59,3.3333,0.3333,3.3333,0.3333,0.3333,0.0000,0.0000,4.0000,7.3333,10.3333,0.0000,2.6667,2.6667,4.6667,0.3333,2.0000,3.3333,6.0000,6.6667,0.6667,0.0000,1.3333,3.0000,3.0000,1.3333,1.3333,5.3333,14.6667,0.6234864890575409,18.668899536132812,322.7437032063802,2,S17G01N30,70
60,3.0000,0.6667,4.6667,1.3333,1.3333,0.0000,0.0000,5.3333,9.6667,11.3333,0.0000,3.3333,2.6667,4.0000,0.6667,1.3333,5.3333,8.3333,10.6667,0.3333,0.0000,0.6667,1.6667,5.0000,1.3333,2.0000,6.0000,15.3333,0.3873612384001414,11.808171272277832,398.4120788574219,2,S17G01N31,06
61,3.0000,0.3333,3.0000,0.0000,0.0000,0.0000,0.0000,3.6667,9.0000,12.0000,0.0000,3.6667,0.6667,1.0000,0.3333,1.0000,3.0000,6.3333,6.0000,2.6667,0.0000,1.0000,3.0000,1.6667,1.0000,2.6667,4.0000,11.0000,0.42899491389592487,13.398600578308105,523.4213460286459,1,S17G01N31,35
62,4.0000,0.3333,3.6667,0.0000,0.0000,0.0000,0.0000,3.6667,8.0000,12.6667,0.0000,3.3333,2.0000,2.0000,0.6667,1.6667,3.0000,6.6667,6.0000,1.3333,0.0000,2.0000,4.6667,2.3333,0.3333,3.0000,5.3333,15.3333,0.5254134088754654,19.70293680826823,454.5953369140625,1,S17G01N32,10
63,0.0000,0.6667,2.3333,0.3333,0.3333,0.3333,0.0000,3.6667,5.3333,5.6667,0.0000,1.3333,1.0000,1.0000,0.6667,2.3333,3.3333,5.0000,6.6667,0.0000,0.3333,0.0000,0.3333,2.0000,0.6667,0.6667,4.6667,8.3333,0.5682189464569092,0.0,340.04819742838544,2,S17G01N32,50
64,1.0000,0.5000,1.0000,0.0000,0.0000,0.0000,0.0000,2.5000,4.5000,7.0000,0.0000,4.0000,1.5000,5.5000,0.5000,0.5000,1.5000,2.5000,3.0000,1.5000,0.0000,1.0000,2.5000,0.5000,1.5000,2.5000,1.5000,9.5000,0.5026954114437103,14.285714149475098,238.58270263671875,1,S17G01N33,30
65,4.0000,0.0000,4.5000,0.0000,0.0000,0.5000,0.0000,6.0000,9.0000,12.0000,0.0000,4.5000,6.5000,6.5000,0.0000,2.5000,4.0000,6.5000,8.0000,1.0000,0.5000,1.0000,3.0000,2.0000,3.0000,1.5000,7.0000,21.5000,0.6431053876876831,20.396461486816406,1039.1279373168945,2,S17G01N33,60
66,0.5000,1.0000,4.0000,0.5000,0.5000,0.0000,0.0000,3.0000,4.5000,4.5000,0.0000,3.5000,1.0000,2.0000,0.0000,1.5000,3.0000,4.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.5000,2.0000,1.5000,5.5000,7.0000,0.3995433747768402,16.66666603088379,485.90079498291016,2,S17G01N34,65
67,0.6667,0.6667,2.6667,0.3333,0.3333,0.0000,0.0000,3.3333,6.0000,8.3333,0.0000,1.0000,2.3333,4.0000,0.0000,0.6667,2.3333,3.6667,4.6667,0.3333,0.0000,0.3333,2.3333,1.3333,1.0000,0.0000,3.3333,10.0000,0.288593848546346,3.889632225036621,156.86274210611978,1,S17G01N34,70
68,2.6667,1.3333,4.0000,1.0000,1.0000,0.0000,0.0000,5.0000,6.6667,9.0000,0.0000,4.3333,3.3333,4.0000,0.6667,2.0000,4.3333,5.3333,8.6667,0.3333,0.0000,1.0000,2.3333,2.3333,1.0000,3.3333,6.0000,16.3333,0.6229402447740237,20.83907477060954,394.41184997558594,1,S17G01N35,16
69,2.6667,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,3.0000,4.3333,5.6667,0.0000,3.6667,1.6667,2.0000,1.0000,0.6667,2.0000,3.3333,4.0000,1.3333,0.0000,0.3333,1.3333,1.3333,1.3333,2.3333,4.6667,8.6667,0.7010383009910583,28.556097984313965,314.0583953857422,2,S17G01N35,55
70,0.6667,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.3333,0.6667,1.3333,0.0000,3.3333,0.0000,0.0000,0.0000,0.3333,0.3333,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.6667,2.3333,1.0000,1.3333,0.6667,0.11111111442248027,22.22222137451172,450.1391906738281,2,S17G01N36,30
71,2.6667,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,6.0000,11.0000,11.3333,0.0000,2.6667,5.3333,6.0000,0.0000,2.0000,5.3333,9.6667,10.6667,1.6667,0.0000,0.0000,0.3333,2.6667,0.6667,2.0000,5.0000,17.3333,0.40632104873657227,13.857466061909994,245.0,1,S17G01N36,35
72,1.5000,1.0000,3.0000,0.5000,0.5000,0.0000,0.0000,2.5000,4.5000,4.5000,0.0000,1.5000,2.0000,2.5000,0.0000,2.0000,2.5000,4.5000,5.0000,0.5000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,5.0000,7.0000,0.3125,10.563380241394043,250.5325927734375,1,S17G01N37,50
73,0.3333,1.0000,3.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2.6667,3.3333,0.0000,3.3333,0.6667,0.6667,0.0000,0.6667,0.6667,2.0000,1.3333,0.3333,0.0000,0.0000,0.6667,1.6667,1.6667,1.6667,3.6667,2.6667,0.16920473178227743,8.333333333333334,314.80821228027344,2,S17G01N37,65
74,2.0000,0.5000,2.0000,0.0000,0.0000,0.0000,0.0000,3.0000,4.5000,6.0000,0.0000,2.0000,1.0000,1.0000,0.0000,0.5000,2.5000,4.0000,5.0000,1.5000,0.0000,0.5000,1.5000,2.5000,1.5000,0.5000,2.5000,8.5000,0.6811687052249908,12.165450096130371,530.2299346923828,2,S17G01N38,06
75,2.3333,0.0000,3.3333,0.3333,0.3333,0.0000,0.0000,4.0000,7.0000,9.6667,0.0000,1.6667,1.3333,2.0000,0.0000,1.6667,3.3333,5.3333,6.6667,0.6667,0.0000,0.6667,2.6667,2.0000,0.3333,1.3333,5.0000,11.3333,0.37725969155629474,25.74712626139323,265.5165100097656,1,S17G01N38,10
76,2.5000,1.0000,5.5000,1.0000,1.0000,0.0000,0.0000,4.0000,9.0000,9.5000,0.0000,2.5000,1.5000,5.0000,0.0000,1.5000,4.0000,8.5000,8.0000,0.5000,0.0000,0.0000,0.5000,1.5000,1.5000,1.0000,7.0000,9.5000,0.40380434691905975,18.910256385803223,555.9462280273438,1,S17G01N39,10
77,1.6667,2.0000,3.6667,0.6667,0.6667,0.0000,0.0000,4.6667,7.6667,8.6667,0.0000,2.3333,4.3333,9.3333,0.0000,2.3333,4.3333,6.6667,8.6667,1.0000,0.0000,0.0000,1.0000,2.0000,1.3333,1.0000,6.0000,13.6667,0.5624620219071707,15.071734110514322,483.4895273844401,2,S17G01N39,16
